Id,Probability of Loss on Investment,Probability of Return on Investment,Probability Gap,Unnamed: 0,No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings,Target Price,IPO Date,enterpriseValue,enterpriseToEbitda,enterpriseToRevenue,pegRatio,sharesShort,profitMargins,sharesOutstanding,heldPercentInstitutions,trailingEps,forwardEps,bookValue,earningsQuarterlyGrowth,heldPercentInsiders,netIncomeToCommon,forwardPE,priceToBook,yahooBeta,totalDebt,operatingCashflow,operatingMargins,currentRatio,recommendationKey,grossProfits,returnOnAssets,totalCashPerShare,targetMedianPrice,targetHighPrice,totalRevenue,grossMargins,targetMeanPrice,revenueGrowth,earningsGrowth,revenuePerShare,ebitdaMargins,freeCashflow,recommendationMean,numberOfAnalystOpinions,quickRatio,totalCash,returnOnEquity,targetLowPrice,debtToEquity
1805,0.4,0.6,0.19999999999999996,1805,2996,NHLD,National Holdings Corporation,Financial,Investment Brokerage - Regional,USA,32.79M,-,-,-,0.18,1.08,1.40,-,-,-,-0.01,-,-,24.20%,-,6.60%,-,12.60%,12.19M,11.43M,5.00%,0.00%,23.70%,14.73%,0.56%,2.39,-0.10%,-0.10%,-21.50%,1.30,1.30,0.00,0.00,9.00%,-0.10%,0.00%,2.67%,-5.28%,10.25%,-16.72%,16.96%,0.37%,1.09,0.09,2.42%,3.00%,0.54%,-6.14%,-9.92%,-18.48%,13.50%,-30.58%,27.49%,47.54,0.00%,2.67%,-,26.95K,0.49,2.69,2.67%,"13,304",May 16/b,-,,9205339.0,,0.051,,64453.0,-0.00026000000000000003,12437900.0,0.15100001,-0.004,,2.478,,0.22534999,-46999.0,,1.0895883999999998,0.683222,0.0,345000.0,0.03402,1.375,none,172400000.0,-0.00079,1.88,,,178968992.0,0.11460999999999999,,0.125,,14.394,0.0,,,,1.247,23382000.0,-0.00124,,
1801,0.4,0.6,0.19999999999999996,1801,3000,NICE,NICE Ltd.,Technology,Computer Peripherals,Israel,4.01B,33.37,15.62,3.11,3.95,2.68,21.42,27.52,0.95%,32.70%,2.02,-11.90%,10.38%,17.80%,10.73%,5.00%,-47.20%,18.40%,59.49M,58.66M,6.17%,0.00%,42.60%,0.14%,1.44%,4.93,5.60%,8.00%,5.70%,1.10,-,0.29,0.31,66.80%,13.20%,11.50%,-0.50%,0.72%,-3.10%,1.69%,6.16%,-1.68%,0.82,0.88,1.34%,1.23%,-0.53%,-0.86%,0.31%,-4.20%,2.63%,-4.57%,15.00%,45.36,-1.06%,0.34%,2.20,171.53K,0.59,67.45,-0.72%,"101,422",May 04/b,76.00,,4343708160.0,18.347,4.277,1.62,718374.0,0.11512999,59988800.0,0.377,1.919,4.32,25.194000000000003,-0.545,0.06171,123069000.0,15.613423999999998,2.6772245999999997,0.953534,465180000.0,220345008.0,0.15652001,1.077,buy,677809000.0,0.04433,3.123,76.0,78.0,1015542016.0,0.6677,76.0,0.184,-0.546,17.02,0.23313000000000003,141863872.0,2.2,8.0,0.9470000000000001,187313008.0,0.08411,74.0,30.779
1800,0.4,0.6,0.19999999999999996,1800,3001,NICK,"Nicholas Financial, Inc.",Financial,Credit Services,USA,124.75M,8.49,-,1.70,1.37,0.69,33.72,4.20,-,0.00%,1.18,14.80%,-,2.40%,5.00%,4.20%,-40.20%,-3.50%,12.50M,11.77M,13.96%,29.06%,36.30%,25.50%,0.42%,2.05,2.70%,8.50%,3.90%,-,-,1.95,1.97,-,16.20%,9.90%,-1.29%,-4.04%,-7.59%,4.07%,-5.85%,-16.06%,0.70,0.31,1.54%,3.13%,-2.53%,-5.09%,-5.13%,-12.81%,2.04%,-20.16%,16.59%,42.48,-0.20%,-0.50%,3.00,24.20K,1.35,9.98,-0.70%,"32,647",May 08/b,8.00,,289365792.0,,5.742000000000001,,21190.0,0.18265,7778540.0,0.22600001,1.169,,14.116,-0.41100000000000003,0.13957,8959000.0,,0.7069991,0.908502,214360992.0,30538000.0,0.29524,33.907,hold,0.0,0.0278,0.47100000000000003,8.0,8.0,50396000.0,1.0,8.0,-0.155,-0.40399999999999997,6.577999999999999,0.0,,3.0,1.0,33.535,3664000.0,0.08776,8.0,195.239
1798,0.4,0.6,0.19999999999999996,1798,3003,NJR,New Jersey Resources Corporation,Utilities,Gas Utilities,USA,3.48B,30.00,22.04,5.00,1.76,2.93,74.26,-,2.53%,-,1.35,-27.60%,7.71%,4.50%,6.00%,-9.00%,-30.70%,21.80%,86.31M,85.33M,1.20%,-0.52%,64.50%,0.42%,4.99%,8.60,-,-,6.00%,1.00,0.70,0.87,1.19,26.60%,-,-,-0.37%,2.41%,9.49%,23.21%,17.19%,14.42%,0.49,0.70,1.60%,1.92%,0.39%,2.68%,13.29%,-5.39%,9.78%,-5.39%,34.30%,53.39,-1.34%,0.00%,2.70,495.36K,2.13,40.35,-1.34%,"1,055,399",May 05/b,36.17,,4859625984.0,21.59,2.457,4.01,4347430.0,0.058819998,86313200.0,0.59400004,1.34,1.83,13.752,-0.305,0.01028,116319000.0,22.04918,2.9341185000000003,0.30008,1410816000.0,132740008.0,0.075619996,0.99,hold,319798000.0,0.025169999999999998,0.5429999999999999,37.0,44.0,1977675008.0,0.15777999,37.17,0.218,-0.31,23.0,0.113809995,-253862864.0,2.7,6.0,0.41600000000000004,46875000.0,0.099870004,32.0,119.02
1791,0.4,0.6,0.19999999999999996,1791,3010,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,Financial,Asset Management,USA,715.93M,7.26,-,-,14.45,0.89,-,-,5.27%,-,2.07,-,-,-,-,-,785.50%,-3.40%,47.73M,-,4.82%,-,8.00%,-22.23%,-,0.53,-,-,-,-,-,-,-,-,-,-,0.74%,2.25%,2.74%,-3.78%,-6.66%,4.82%,-,0.09,0.62%,0.55%,1.40%,2.75%,-2.35%,-0.20%,6.38%,-13.54%,8.85%,68.95,0.13%,-0.13%,-,87.71K,0.92,15.00,0.00%,"80,949",-,-,,,,,,,,,,2.066,,16.837,,,,,0.89089507,,,,,,none,7201531.0,,,,,,,,,,,,,,,,,,,
1790,0.4,0.6,0.19999999999999996,1790,3011,NL,"NL Industries, Inc.",Services,Industrial Equipment Wholesale,USA,381.51M,25.71,13.50,-,3.50,2.22,4.09,15.57,-,0.00%,0.32,164.10%,-14.29%,-27.80%,-,6.40%,270.00%,2.30%,47.10M,8.24M,86.13%,0.00%,7.70%,0.64%,1.31%,1.78,4.20%,9.40%,1.00%,4.00,3.50,0.00,0.00,32.30%,-0.90%,14.10%,1.25%,27.56%,-2.41%,138.24%,162.99%,-0.61%,2.44,0.47,6.70%,6.46%,11.57%,21.99%,46.64%,-10.50%,50.00%,-15.62%,260.00%,61.32,0.00%,-0.61%,4.00,60.38K,1.68,8.10,-0.61%,"101,182",Mar 10/a,6.00,,296985056.0,50.784,2.727,,94831.0,0.1407,48705900.0,0.081,0.31,0.7,3.653,,0.8613200000000001,15325000.0,11.571429,2.2173557,3.4908699999999997,500000.0,27699000.0,0.01904,4.0169999999999995,underperform,35167000.0,0.0035299999,1.913,6.0,6.0,108920000.0,0.32287,6.0,0.025,,2.237,0.053689999999999995,6561750.0,4.0,1.0,3.375,93162000.0,0.092860006,6.0,0.257
1782,0.4,0.6,0.19999999999999996,1782,3019,NMIH,"NMI Holdings, Inc.",Financial,Surety & Title Insurance,USA,692.64M,10.44,9.32,-,5.68,1.44,14.52,11.47,-,0.00%,1.11,328.50%,70.41%,117.20%,-,-,-,80.80%,59.71M,58.43M,1.60%,0.00%,83.70%,0.02%,1.14%,1.68,8.70%,15.10%,13.00%,-,-,0.30,0.30,-,21.60%,54.00%,-2.93%,5.94%,8.92%,44.10%,85.30%,8.92%,0.62,0.37,3.28%,3.02%,-2.62%,1.15%,24.62%,-7.57%,11.00%,-7.57%,131.08%,44.40,-1.28%,0.00%,1.20,395.82K,1.25,11.60,-1.28%,"496,629",May 04/a,13.00,,741609664.0,21.901999999999997,5.99,,544250.0,0.53177,59769800.0,0.75699997,1.08,1.24,8.071,,0.14694001,65841004.0,9.354839,1.4372445,0.84795,144352992.0,71944000.0,0.22775999,0.77,strong_buy,28200000.0,0.02343,1.8519999999999999,13.0,14.0,123815000.0,0.28312,13.0,0.9420000000000001,,2.096,0.27347,24651000.0,1.2,4.0,0.569,109528000.0,0.14962,12.0,30.24
1780,0.4,0.6,0.19999999999999996,1780,3021,NMR,"Nomura Holdings, Inc.",Financial,Investment Brokerage - National,Japan,22.65B,15.10,12.03,1.24,1.49,0.83,0.80,1.85,1.82%,33.60%,0.40,-40.80%,-10.83%,35.20%,12.20%,4.50%,102.40%,2.20%,3.75B,3.75B,0.70%,0.00%,0.50%,0.68%,0.02%,3.74,0.40%,5.90%,0.50%,-,-,2.70,9.23,80.80%,13.80%,9.60%,-1.63%,-5.48%,-3.21%,29.06%,42.12%,2.37%,1.77,0.14,1.19%,1.00%,-1.06%,-5.24%,10.44%,-10.25%,3.25%,-11.18%,81.38%,43.36,0.00%,-6.65%,3.00,209.99K,1.30,6.04,-6.65%,"273,084",Apr 27/b,6.50,,23834724352.0,,1.96,,838239.0,0.119940005,3523209984.0,,0.397,0.42,7.318,0.987,,1458731264.0,,0.82536215,1.8481299999999998,239957327872.0,15215079424.0,0.17988001,1.23,hold,12418000000.0,0.0039,67.483,6.5,6.5,12161738752.0,0.79214996,6.5,0.039,1.022,3.397,0.0,,3.0,1.0,1.23,237755105280.0,0.05919,6.5,913.1039999999999
1778,0.4,0.6,0.19999999999999996,1778,3023,NMZ,Nuveen Municipal High Income Opportunity Fund,Financial,Asset Management,USA,763.57M,15.57,-,-,13.41,0.97,-,-,6.13%,-,0.85,-,-,-,-,-,-22.60%,9.50%,57.76M,-,-,-,-,-,-,0.64,-,-,-,-,-,-,-,-,-,-,-0.45%,1.21%,2.82%,0.05%,-0.42%,5.38%,-,0.05,0.41%,0.40%,0.26%,1.59%,-0.46%,-0.83%,4.47%,-9.71%,7.32%,59.60,0.08%,0.00%,-,148.35K,0.77,13.22,0.08%,"113,783",-,-,,,,,,,,,,0.8490000000000001,,13.685,,,,,0.9660211999999999,,,,,,none,31916967.0,,,,,,,,,,,,,,,,,,,
1775,0.4,0.6,0.19999999999999996,1775,3026,NNC,Nuveen North Carolina Quality Municipal Income Fund,Financial,Diversified Investments,USA,215.74M,-,-,-,15.56,0.91,-,-,-,-,-0.15,-,-,-,-,-,-,1.70%,16.42M,-,-,-,-,-,-,0.35,-,-,-,-,-,-,-,-,-,-,0.15%,0.88%,1.39%,-5.81%,-7.20%,1.58%,-,0.05,0.40%,0.40%,0.60%,1.64%,-3.29%,-0.15%,3.71%,-12.63%,3.71%,60.70,-0.15%,0.30%,1.00,36.63K,0.52,13.14,0.15%,"18,947",-,17.82,,,,,,,,,,-0.151,,14.392000000000001,,,,,0.9123124,,,,,,strong_buy,5610906.0,,,17.82,17.82,,,17.82,,,,,,1.0,1.0,,,,17.82,
1770,0.4,0.6,0.19999999999999996,1770,3031,NOA,North American Energy Partners Inc.,Basic Materials,Oil & Gas Equipment & Services,Canada,146.30M,-,22.84,-,0.93,1.15,14.49,18.52,1.26%,-,-0.03,93.50%,55.22%,53.70%,11.00%,-20.50%,21.50%,-4.30%,30.80M,29.11M,2.50%,0.00%,71.60%,-0.26%,0.11%,0.25,-0.10%,-0.30%,1.50%,1.00,1.00,0.43,0.63,15.20%,1.80%,-0.20%,-2.06%,2.15%,-9.26%,59.47%,122.95%,23.73%,0.80,0.23,3.15%,5.32%,-4.81%,-3.61%,27.70%,-16.43%,11.76%,-16.43%,137.16%,41.66,-1.04%,0.00%,1.50,130.02K,0.76,4.75,-1.04%,"99,139",May 02/a,6.75,,201372368.0,5.779,1.26,4.58,46533.0,-0.00209,28126000.0,0.49200000000000005,-0.011000000000000001,0.21,4.164,,0.14779,-333633.0,22.61905,1.14073,0.33560100000000004,75692048.0,29862816.0,0.02575,1.012,strong_buy,24118000.0,0.00966,0.366,6.6,6.6,159829136.0,0.34307998,6.6,-0.043,,5.334,0.21801001,11365747.0,1.5,2.0,0.9420000000000001,10245920.0,-0.0026899999999999997,6.6,63.513999999999996
1762,0.4,0.6,0.19999999999999996,1762,3039,NOVN,"NOVAN, INC.",Healthcare,Biotechnology,USA,89.92M,-,-,-,-,6.80,2.60,-,-,-,-3.45,-479.50%,-49.80%,-,-,-,80.50%,-,16.53M,9.62M,-,-,14.90%,-0.97%,8.76%,1.99,-119.60%,279.50%,-,2.70,2.70,0.26,0.26,-,-,-,0.55%,-10.08%,11.93%,-74.12%,-,-79.87%,-,0.45,6.88%,7.84%,-5.23%,-9.43%,-65.30%,-33.58%,13.57%,-82.39%,54.55%,44.70,0.00%,-0.55%,2.30,422.55K,0.26,5.44,-0.55%,"111,806",Mar 27/b,14.00,,59823956.0,,,,895795.0,0.0,15969500.0,,-9.972999999999999,-3.16,1.949,,,-59699000.0,,2.791175,,8040000.0,-49168000.0,0.0,2.659,buy,0.0,-0.73109,2.167,11.0,23.0,,0.0,14.0,,,,0.0,-32715500.0,2.3,3.0,2.5869999999999997,34611000.0,-1.57552,8.0,25.88
1760,0.4,0.6,0.19999999999999996,1760,3041,NP,"Neenah Paper, Inc.",Consumer Goods,Paper & Paper Products,USA,1.31B,18.42,16.03,1.64,1.39,3.88,421.32,52.45,1.89%,30.60%,4.25,20.60%,11.09%,18.50%,11.25%,6.20%,12.70%,-4.30%,16.67M,16.54M,1.10%,-36.46%,87.20%,-1.95%,1.27%,2.15,9.40%,21.30%,15.10%,2.20,1.10,0.65,0.65,22.80%,12.10%,7.70%,3.23%,6.53%,-6.08%,-1.38%,22.30%,-7.62%,1.30,1.37,1.90%,1.76%,3.31%,3.76%,-0.84%,-5.60%,7.26%,-12.77%,24.03%,61.13,-2.61%,0.31%,2.30,97.52K,0.52,78.35,-2.31%,"50,907",May 17/a,84.00,,1493299584.0,9.697000000000001,1.5859999999999999,1.62,198457.0,0.07753,16787200.0,0.775,4.237,4.89,20.172,0.36700000000000005,0.1174,72700000.0,16.022495000000003,3.8840966,0.9937159999999999,220900000.0,115800000.0,0.12958,2.188,buy,214500000.0,0.10053000599999999,0.184,84.0,100.0,941500032.0,0.22783001,84.0,-0.043,0.358,56.132,0.16357,49650000.0,2.3,4.0,0.96,3100000.0,0.22588000000000003,68.0,65.297
1758,0.4,0.6,0.19999999999999996,1758,3043,NPO,"EnPro Industries, Inc.",Industrial Goods,Industrial Equipment & Components,USA,1.50B,-,22.20,-,1.27,4.20,13.50,231.51,1.25%,-,-1.84,-99.90%,16.72%,-23.80%,8.00%,1.40%,-145.20%,-10.90%,21.30M,21.04M,1.50%,-15.81%,95.10%,0.12%,2.13%,3.91,-2.60%,-10.40%,2.20%,1.70,1.20,1.97,2.08,33.20%,-0.40%,-3.40%,5.42%,7.27%,4.66%,31.00%,22.21%,5.24%,1.08,1.81,2.03%,2.77%,3.77%,6.56%,17.47%,-1.63%,15.53%,-1.63%,67.78%,61.28,-0.27%,0.54%,1.80,114.62K,1.26,70.65,0.27%,"144,605",May 01/a,88.33,,2057796608.0,13.904000000000002,1.733,3.23,409337.0,-0.033760000000000005,21414900.0,0.9940000000000001,-1.86,3.18,16.781,,0.01842,-40100000.0,22.216982,4.210119000000001,1.65317,747099968.0,64500000.0,0.07653,1.732,buy,394700000.0,0.03731,5.254,85.0,95.0,1187699968.0,0.33231997,88.33,-0.109,,54.986000000000004,0.12461001,68275000.0,1.8,3.0,1.055,111500000.0,-0.098009996,85.0,208.396
1756,0.4,0.6,0.19999999999999996,1756,3045,NPV,Nuveen Virginia Quality Municipal Income Fund,Financial,Diversified Investments,USA,235.64M,-,-,-,15.06,0.95,-,-,-,-,-0.15,-,-,-,-,-,-,-5.90%,17.93M,-,-,-,-,-,-,0.35,-,-,-,-,-,-,-,-,-,-,-0.15%,1.78%,0.54%,-5.74%,-9.81%,1.31%,-,0.07,0.41%,0.56%,0.48%,1.17%,-4.00%,-0.76%,4.70%,-13.72%,4.70%,54.44,0.46%,-0.30%,1.00,21.86K,0.48,13.14,0.15%,"10,464",-,-,,,,,,,,,,-0.153,,13.792,,,,,0.9512761000000001,,,,,,strong_buy,8392102.0,,,,,,,,,,,,,1.0,,,,,,
1752,0.4,0.6,0.19999999999999996,1752,3049,NRE,Northstar Realty Europe Corp.,Financial,REIT - Office,USA,635.11M,-,-,-,4.20,1.08,9.58,1270.23,5.16%,-,-1.03,53.60%,-,-,-,-,145.40%,-27.70%,54.61M,53.43M,1.50%,0.00%,81.40%,0.25%,1.00%,2.15,-2.80%,-9.10%,-4.50%,-,-,1.94,1.94,76.30%,-49.60%,-40.80%,1.22%,0.17%,-3.89%,18.58%,3.69%,-6.34%,-,0.22,2.07%,1.75%,1.21%,-0.81%,6.97%,-6.51%,4.30%,-9.71%,42.96%,51.03,-1.44%,-0.08%,-,248.53K,1.04,11.63,-1.52%,"257,700",Mar 15/b,-,,1704988032.0,27.769000000000002,11.405,,0.0,-0.41307998,54903000.0,,-1.067,,10.684000000000001,,,-61753000.0,,1.0885437,,1149118976.0,28130000.0,-0.040430002,3.596,none,115323000.0,-0.0016699999,1.365,,,149494000.0,0.64835,,-0.293,,2.583,0.4107,36028124.0,,,2.295,74967000.0,-0.08936000000000001,,191.037
1747,0.4,0.6,0.19999999999999996,1747,3054,NRP,Natural Resource Partners L.P.,Basic Materials,Industrial Metals & Minerals,USA,387.23M,4.18,4.60,-,1.04,2.59,9.59,4.83,5.63%,23.10%,7.65,137.70%,-3.47%,8.90%,0.00%,-0.40%,-62.80%,-18.50%,12.12M,2.63M,1.30%,0.00%,21.20%,27.11%,4.28%,1.90,6.20%,71.80%,14.50%,0.60,0.50,6.56,7.48,64.80%,50.00%,25.70%,-2.14%,-16.14%,-14.76%,21.37%,162.01%,0.15%,0.70,1.32,3.23%,3.89%,-8.08%,-15.13%,2.53%,-29.93%,1.59%,-29.93%,220.65%,29.88,-1.99%,0.00%,3.20,59.11K,0.40,31.95,-1.99%,"23,617",Jun 05/b,34.25,,1485745920.0,8.263,4.49,,102834.0,0.29782,12232000.0,,8.057,6.95,12.315,,,96843000.0,4.5971227,2.5943973,0.07420700000000001,1126741888.0,107961000.0,0.36180999999999996,0.5539999999999999,hold,200371000.0,0.048049998,3.3,37.0,39.0,330916992.0,0.6055,34.25,-0.16899999999999998,,27.053,0.54333997,145195760.0,3.2,4.0,0.48,40371000.0,0.86136,24.0,760.613
1746,0.4,0.6,0.19999999999999996,1746,3055,NRT,North European Oil Royalty Trust,Financial,Diversified Investments,USA,65.35M,10.82,-,-,9.47,355.50,43.57,-,8.44%,95.80%,0.66,-47.00%,-,-24.00%,-,-22.70%,-6.30%,-5.60%,9.19M,9.15M,0.47%,0.00%,10.90%,-25.98%,0.11%,0.46,374.70%,-,6136.60%,1.10,1.10,0.00,0.00,88.10%,87.30%,88.20%,-0.56%,0.14%,5.05%,-0.94%,-20.28%,9.83%,0.09,0.21,2.89%,2.79%,-2.23%,-2.73%,-3.26%,-10.11%,2.89%,-24.24%,18.63%,44.22,-1.25%,0.70%,-,20.71K,1.47,7.11,-0.56%,"30,471",May 26,-,,64175224.0,,9.359,,23025.0,0.88115996,9190590.0,0.091000006,0.657,,0.017,-0.063,0.00465,6042471.0,,424.1176,-0.24914899999999998,0.0,6857414.0,0.88115996,1.115,none,6960961.0,2.36758,0.16699999999999998,,,6857414.0,1.0,,-0.059000000000000004,-0.063,0.746,0.0,3684639.0,,,1.115,1537493.0,35.42641,,
1745,0.4,0.6,0.19999999999999996,1745,3056,NRZ,New Residential Investment Corp.,Financial,REIT - Residential,USA,5.55B,7.98,7.87,12.75,4.41,1.28,19.09,43.55,11.52%,88.00%,2.09,59.80%,0.38%,227.20%,0.63%,278.10%,99.50%,122.90%,332.84M,304.93M,0.40%,2.45%,45.90%,-1.19%,1.23%,0.64,2.80%,16.80%,3.50%,-,-,2.45,4.04,59.50%,49.40%,40.10%,2.02%,-1.19%,5.42%,26.39%,55.68%,9.11%,0.88,0.39,2.40%,2.33%,-2.18%,0.20%,14.66%,-6.66%,8.46%,-6.66%,58.29%,45.97,-1.71%,0.36%,1.60,5.88M,0.69,16.67,-1.36%,"4,073,688",May 23/b,17.00,,17908396032.0,,22.503,12.78,3735710.0,0.6338600000000001,307334016.0,0.741,2.1180000000000003,2.1,13.0,1.186,0.01312,504452992.0,7.938095599999999,1.2823076999999998,1.17306,13184257024.0,560796032.0,0.78110003,0.843,strong_buy,118169000.0,0.034730002,0.9690000000000001,17.0,17.5,795836992.0,0.9348700000000001,17.0,2.024,1.001,3.342,0.0,,1.4,9.0,0.684,297700992.0,0.18055001,16.0,380.149
1742,0.4,0.6,0.19999999999999996,1742,3059,NSC,Norfolk Southern Corporation,Services,Railroads,USA,35.47B,21.06,16.98,1.79,3.59,2.82,37.11,78.48,2.08%,41.90%,5.58,10.30%,11.45%,0.60%,11.78%,-2.40%,15.70%,-1.10%,301.94M,301.94M,0.10%,-26.21%,66.20%,-0.54%,1.14%,1.72,4.80%,13.50%,9.50%,1.00,0.90,0.77,0.82,44.60%,31.10%,16.80%,0.96%,3.78%,-1.87%,32.03%,30.97%,9.28%,1.37,2.35,1.81%,1.84%,2.31%,0.47%,13.07%,-6.01%,7.52%,-6.01%,52.00%,54.85,-1.07%,-0.03%,2.60,2.01M,0.75,117.49,-1.10%,"1,504,225",Apr 26/b,121.78,,43347734528.0,10.562000000000001,4.3839999999999995,1.55,4321800.0,0.16869,310103008.0,0.698,5.622000000000001,7.01,42.728,0.152,0.0029699998,1663000064.0,16.760342,2.7497191,1.47956,10492000256.0,3033999872.0,0.31088000000000005,0.9790000000000001,hold,6843000000.0,0.05566,3.29,124.5,140.0,9888000000.0,0.41463999999999995,123.59,-0.011000000000000001,0.185,33.639,0.41505,984625024.0,2.6,22.0,0.813,956000000.0,0.13563,72.0,84.551
1736,0.4,0.6,0.19999999999999996,1736,3065,NSPR,"InspireMD, Inc.",Healthcare,Medical Appliances & Equipment,Israel,1.02M,-,-,-,0.53,0.42,0.14,-,-,-,-14.32,89.40%,-,43.60%,-,-1.80%,92.30%,-40.00%,1.54M,1.29M,4.90%,0.00%,13.30%,-,24.94%,0.88,-116.20%,-,-114.20%,1.80,1.70,0.00,0.68,5.40%,-,-,2.72%,-30.89%,-72.27%,-62.50%,23.32%,-73.60%,2.29,0.08,9.28%,10.47%,-11.70%,-48.37%,-55.29%,-76.68%,9.56%,-84.97%,804.11%,25.16,-7.04%,1.87%,2.00,367.84K,0.96,0.66,-5.31%,"353,473",May 09/a,3.00,,-3893532.0,0.522,,,286915.0,0.0,6830070.0,,-5.935,-0.36,2.742,,,-8461000.0,,0.24070022,1.40503,2680000.0,-7495000.0,-4.03801,1.7990000000000002,buy,102000.0,-0.6329899999999999,5.104,3.0,3.0,1894000.0,0.053850003,3.0,-0.376,,1.329,0.0,-4400625.0,2.0,1.0,1.68,7516000.0,-15.39763,3.0,66.255
1730,0.4,0.6,0.19999999999999996,1730,3071,NTAP,"NetApp, Inc.",Technology,Data Storage Devices,USA,10.92B,36.13,12.97,2.39,2.02,4.05,2.35,18.63,1.91%,65.70%,1.10,-55.90%,13.99%,-14.70%,15.11%,1.60%,0.50%,1.30%,274.00M,270.70M,0.08%,-38.41%,96.50%,0.19%,3.05%,2.75,3.40%,11.20%,4.40%,1.50,1.40,0.28,0.70,60.80%,8.90%,5.70%,0.91%,-3.74%,6.02%,18.38%,67.73%,14.12%,1.43,0.66,1.08%,1.59%,-1.24%,-2.64%,12.36%,-7.20%,3.05%,-7.20%,81.22%,40.82,0.08%,0.15%,2.80,3.01M,0.72,39.85,0.23%,"2,176,694",May 17/a,42.76,,8067868160.0,10.505,1.489,0.97,10008200.0,0.0574,270950016.0,0.97199994,1.095,3.07,9.941,-0.046,0.00082,311000000.0,12.980455000000001,4.008651,1.49171,2014000000.0,966000000.0,0.10317001,1.469,hold,3373000000.0,0.039169999999999996,17.147000000000002,45.0,62.0,5417999872.0,0.60816,42.92,0.013000000000000001,0.0,19.419,0.14175001,742625024.0,2.8,25.0,1.3659999999999999,4646000128.0,0.10719000000000001,17.0,74.759
1729,0.4,0.6,0.19999999999999996,1729,3072,NTCT,"NetScout Systems, Inc.",Technology,Business Software & Services,USA,3.43B,459.15,17.71,30.61,3.04,1.44,9.54,26.10,-,0.00%,0.08,-123.60%,12.79%,-19.10%,15.00%,26.90%,192.70%,-1.80%,91.16M,88.00M,0.30%,-4.20%,41.30%,-0.76%,8.20%,11.61,0.20%,0.30%,-0.80%,1.60,1.50,0.13,0.13,68.60%,1.60%,0.70%,3.15%,-0.79%,17.29%,28.94%,67.93%,19.52%,1.53,0.85,1.84%,2.16%,1.21%,0.88%,17.88%,-2.16%,5.46%,-2.16%,79.37%,54.61,-1.44%,0.26%,2.50,621.77K,0.99,37.65,-1.18%,"614,504",May 04/b,35.50,,3290519808.0,29.228,2.9139999999999997,1.34,7950880.0,0.0065200003,91786896.0,0.413,0.076,2.13,26.124000000000002,,0.35801998,7365000.0,17.676056,1.4412035,2.00975,300000000.0,170613008.0,-0.0049700000000000005,1.646,buy,626970000.0,-0.00098,3.9189999999999996,35.5,45.0,1129079040.0,0.6632899999999999,36.75,-0.018000000000000002,,12.097000000000001,0.099709995,176281120.0,2.5,8.0,1.421,359703008.0,0.00299,31.0,12.511
1721,0.4,0.6,0.19999999999999996,1721,3080,NTN,"NTN Buzztime, Inc.",Services,Broadcasting - TV,USA,19.90M,-,-,-,0.89,4.17,3.49,-,-,-,-1.56,60.90%,-,11.50%,20.00%,-1.30%,59.30%,-7.70%,2.46M,2.19M,4.50%,-2.16%,22.70%,-,0.79%,0.72,-18.70%,-104.60%,-18.40%,1.60,1.60,1.32,2.07,65.40%,-10.30%,-13.10%,5.20%,-2.53%,-10.41%,20.21%,34.83%,-4.82%,0.97,0.46,5.53%,5.58%,2.00%,11.63%,9.16%,-8.59%,49.26%,-32.58%,102.25%,60.21,0.87%,-3.14%,3.00,24.25K,0.21,8.09,-2.29%,"5,085",May 03/a,6.65,,20150190.0,90.36,0.903,-0.57,16165.0,-0.13101,2513460.0,,-1.536,-0.56,1.807,,,-2923000.0,,4.438296,-0.018844,8525000.0,23000.0,-0.1021,1.605,hold,14602000.0,-0.08602,2.526,6.65,6.65,22312000.0,0.65445,6.65,-0.083,,11.725,0.00999,1157250.0,3.0,1.0,0.996,5686000.0,-0.7385,6.65,209.562
